index,inputs,context,topic,org_label,set-0,id,string_label,label
772,"(('makes', 0, 16, 21),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,VBZ,train,772,5,5
773,"(('graduate', 0, 22, 30),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,NN,train,773,3,3
774,"(('programs', 0, 31, 39),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,NNS,train,774,1,1
775,"(('in', 0, 40, 42),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,IN,train,775,2,2
776,"(('management', 0, 43, 53),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,NN,train,776,3,3
777,"(('so', 0, 54, 56),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,RB,train,777,9,9
778,"(('popular', 0, 57, 64),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,JJ,train,778,0,0
779,"(('among', 0, 65, 70),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,IN,train,779,2,2
780,"(('the', 0, 71, 74),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,DT,train,780,7,7
781,"(('working', 0, 75, 82),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,VBG,train,781,10,10
782,"(('population', 0, 83, 93),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,NNP,train,782,16,16
783,"(('?', 0, 94, 95),)","('What is it that makes graduate programs in management so popular among the working population ?',)",,.,train,783,8,8
784,"(('Liao', 0, 0, 4),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNP,train,784,16,16
785,"(('Ching', 0, 5, 10),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNP,train,785,16,16
786,"(('-', 0, 11, 12),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,HYPH,train,786,21,21
787,"(('jong', 0, 13, 17),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNP,train,787,16,16
788,"((',', 0, 18, 19),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,",",train,788,4,4
789,"(('director', 0, 20, 28),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NN,train,789,3,3
790,"(('of', 0, 29, 31),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,IN,train,790,2,2
791,"(('the', 0, 32, 35),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,DT,train,791,7,7
792,"(('NTUST', 0, 36, 41),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNP,train,792,16,16
793,"(('College', 0, 42, 49),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNP,train,793,16,16
794,"(('of', 0, 50, 52),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,IN,train,794,2,2
795,"(('Management', 0, 53, 63),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNP,train,795,16,16
796,"((',', 0, 64, 65),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,",",train,796,4,4
797,"(('relates', 0, 66, 73),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,VBZ,train,797,5,5
798,"(('that', 0, 74, 78),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,IN,train,798,2,2
799,"(('new', 0, 79, 82),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,JJ,train,799,0,0
800,"(('entrants', 0, 83, 91),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNS,train,800,1,1
801,"(('into', 0, 92, 96),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,IN,train,801,2,2
802,"(('the', 0, 97, 100),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,DT,train,802,7,7
803,"(('professional', 0, 101, 113),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,JJ,train,803,0,0
804,"(('ranks', 0, 114, 119),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNS,train,804,1,1
805,"(('concentrate', 0, 120, 131),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,VBP,train,805,12,12
806,"(('on', 0, 132, 134),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,IN,train,806,2,2
807,"(('accumulating', 0, 135, 147),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,VBG,train,807,10,10
808,"(('professional', 0, 148, 160),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,JJ,train,808,0,0
809,"(('know', 0, 161, 165),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NN,train,809,3,3
810,"(('-', 0, 166, 167),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,HYPH,train,810,21,21
811,"(('how', 0, 168, 171),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NN,train,811,3,3
812,"((',', 0, 172, 173),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,",",train,812,4,4
813,"(('while', 0, 174, 179),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,IN,train,813,2,2
814,"(('seasoned', 0, 180, 188),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,JJ,train,814,0,0
815,"(('middle', 0, 189, 195),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NN,train,815,3,3
816,"(('-', 0, 196, 197),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,HYPH,train,816,21,21
817,"(('and', 0, 198, 201),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,CC,train,817,20,20
818,"(('top', 0, 202, 205),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NN,train,818,3,3
819,"(('-', 0, 206, 207),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,HYPH,train,819,21,21
820,"(('level', 0, 208, 213),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NN,train,820,3,3
821,"(('executives', 0, 214, 224),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NNS,train,821,1,1
822,"(('seek', 0, 225, 229),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,VBP,train,822,12,12
823,"(('an', 0, 230, 232),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,DT,train,823,7,7
824,"(('edge', 0, 233, 237),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NN,train,824,3,3
825,"(('in', 0, 238, 240),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,IN,train,825,2,2
826,"(('management', 0, 241, 251),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,NN,train,826,3,3
827,"(('.', 0, 252, 253),)","('Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .',)",,.,train,827,8,8
828,"(('And', 0, 0, 3),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,CC,train,828,20,20
829,"(('while', 0, 4, 9),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,IN,train,829,2,2
830,"(('most', 0, 10, 14),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,JJS,train,830,27,27
831,"(('recent', 0, 15, 21),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,JJ,train,831,0,0
832,"(('university', 0, 22, 32),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,NN,train,832,3,3
833,"(('graduates', 0, 33, 42),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,NNS,train,833,1,1
834,"(('are', 0, 43, 46),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,VBP,train,834,12,12
835,"(('able', 0, 47, 51),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,JJ,train,835,0,0
836,"(('to', 0, 52, 54),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,TO,train,836,13,13
837,"(('apply', 0, 55, 60),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,VB,train,837,14,14
838,"(('professional', 0, 61, 73),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,JJ,train,838,0,0
839,"(('know', 0, 74, 78),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,NN,train,839,3,3
840,"(('-', 0, 79, 80),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,HYPH,train,840,21,21
841,"(('how', 0, 81, 84),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,NN,train,841,3,3
842,"(('upon', 0, 85, 89),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,IN,train,842,2,2
843,"(('entering', 0, 90, 98),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,VBG,train,843,10,10
844,"(('the', 0, 99, 102),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,DT,train,844,7,7
845,"(('work', 0, 103, 107),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,NN,train,845,3,3
846,"(('force', 0, 108, 113),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,NN,train,846,3,3
847,"((',', 0, 114, 115),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,",",train,847,4,4
848,"(('one', 0, 116, 119),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,PRP,train,848,24,24
849,"(('is', 0, 120, 122),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,VBZ,train,849,5,5
850,"(('not', 0, 123, 126),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,RB,train,850,9,9
851,"(('necessarily', 0, 127, 138),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,RB,train,851,9,9
852,"(('taught', 0, 139, 145),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,VBN,train,852,6,6
853,"(('management', 0, 146, 156),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,NN,train,853,3,3
854,"(('in', 0, 157, 159),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,IN,train,854,2,2
855,"(('the', 0, 160, 163),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,DT,train,855,7,7
856,"(('workplace', 0, 164, 173),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,NN,train,856,3,3
857,"(('.', 0, 174, 175),)","('And while most recent university graduates are able to apply professional know - how upon entering the work force , one is not necessarily taught management in the workplace .',)",,.,train,857,8,8
858,"(('Hence', 0, 0, 5),)","('Hence universities are the place for systematic instruction on management .',)",,RB,train,858,9,9
859,"(('universities', 0, 6, 18),)","('Hence universities are the place for systematic instruction on management .',)",,NNS,train,859,1,1
860,"(('are', 0, 19, 22),)","('Hence universities are the place for systematic instruction on management .',)",,VBP,train,860,12,12
861,"(('the', 0, 23, 26),)","('Hence universities are the place for systematic instruction on management .',)",,DT,train,861,7,7
862,"(('place', 0, 27, 32),)","('Hence universities are the place for systematic instruction on management .',)",,NN,train,862,3,3
863,"(('for', 0, 33, 36),)","('Hence universities are the place for systematic instruction on management .',)",,IN,train,863,2,2
864,"(('systematic', 0, 37, 47),)","('Hence universities are the place for systematic instruction on management .',)",,JJ,train,864,0,0
865,"(('instruction', 0, 48, 59),)","('Hence universities are the place for systematic instruction on management .',)",,NN,train,865,3,3
866,"(('on', 0, 60, 62),)","('Hence universities are the place for systematic instruction on management .',)",,IN,train,866,2,2
867,"(('management', 0, 63, 73),)","('Hence universities are the place for systematic instruction on management .',)",,NN,train,867,3,3
868,"(('.', 0, 74, 75),)","('Hence universities are the place for systematic instruction on management .',)",,.,train,868,8,8
869,"(('""', 0, 0, 1),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,``,train,869,31,31
870,"(('Given', 0, 2, 7),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,VBN,train,870,6,6
871,"(('the', 0, 8, 11),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,DT,train,871,7,7
872,"(('speed', 0, 12, 17),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NN,train,872,3,3
873,"(('at', 0, 18, 20),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,IN,train,873,2,2
874,"(('which', 0, 21, 26),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,WDT,train,874,23,23
875,"(('the', 0, 27, 30),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,DT,train,875,7,7
876,"(('business', 0, 31, 39),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NN,train,876,3,3
877,"(('environment', 0, 40, 51),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NN,train,877,3,3
878,"(('is', 0, 52, 54),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,VBZ,train,878,5,5
879,"(('changing', 0, 55, 63),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,VBG,train,879,10,10
880,"((',', 0, 64, 65),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,",",train,880,4,4
881,"(('many', 0, 66, 70),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,JJ,train,881,0,0
882,"(('new', 0, 71, 74),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,JJ,train,882,0,0
883,"(('concepts', 0, 75, 83),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNS,train,883,1,1
884,"(('were', 0, 84, 88),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,VBD,train,884,28,28
885,"(('not', 0, 89, 92),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,RB,train,885,9,9
886,"(('previously', 0, 93, 103),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,RB,train,886,9,9
887,"(('taught', 0, 104, 110),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,VBN,train,887,6,6
888,"((',', 0, 111, 112),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,",",train,888,4,4
889,"(('""', 0, 113, 114),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,'',train,889,32,32
890,"(('says', 0, 115, 119),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,VBZ,train,890,5,5
891,"(('Wu', 0, 120, 122),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNP,train,891,16,16
892,"(('Se', 0, 123, 125),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNP,train,892,16,16
893,"(('-', 0, 126, 127),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,HYPH,train,893,21,21
894,"(('hwa', 0, 128, 131),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNP,train,894,16,16
895,"((',', 0, 132, 133),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,",",train,895,4,4
896,"(('dean', 0, 134, 138),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NN,train,896,3,3
897,"(('of', 0, 139, 141),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,IN,train,897,2,2
898,"(('National', 0, 142, 150),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNP,train,898,16,16
899,"(('Chengchi', 0, 151, 159),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNP,train,899,16,16
900,"(('University', 0, 160, 170),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNP,train,900,16,16
901,"((""'s"", 0, 171, 173),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,POS,train,901,26,26
902,"(('College', 0, 174, 181),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNP,train,902,16,16
903,"(('of', 0, 182, 184),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,IN,train,903,2,2
904,"(('Commerce', 0, 185, 193),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,NNP,train,904,16,16
905,"(('.', 0, 194, 195),)","('"" Given the speed at which the business environment is changing , many new concepts were not previously taught , "" says Wu Se - hwa , dean of National Chengchi University \'s College of Commerce .',)",,.,train,905,8,8
906,"(('Wu', 0, 0, 2),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NNP,train,906,16,16
907,"(('notes', 0, 3, 8),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,VBZ,train,907,5,5
908,"(('that', 0, 9, 13),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,IN,train,908,2,2
909,"(('such', 0, 14, 18),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,JJ,train,909,0,0
910,"(('new', 0, 19, 22),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,JJ,train,910,0,0
911,"(('fields', 0, 23, 29),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NNS,train,911,1,1
912,"(('as', 0, 30, 32),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,IN,train,912,2,2
913,"(('venture', 0, 33, 40),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NN,train,913,3,3
914,"(('capital', 0, 41, 48),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NN,train,914,3,3
915,"((',', 0, 49, 50),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,",",train,915,4,4
916,"(('technology', 0, 51, 61),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NN,train,916,3,3
917,"(('management', 0, 62, 72),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NN,train,917,3,3
918,"((',', 0, 73, 74),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,",",train,918,4,4
919,"(('intellectual', 0, 75, 87),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,JJ,train,919,0,0
920,"(('property', 0, 88, 96),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NN,train,920,3,3
921,"((',', 0, 97, 98),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,",",train,921,4,4
922,"(('and', 0, 99, 102),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,CC,train,922,20,20
923,"(('e-commerce', 0, 103, 113),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NN,train,923,3,3
924,"(('are', 0, 114, 117),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,VBP,train,924,12,12
925,"(('all', 0, 118, 121),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,RB,train,925,9,9
926,"(('recent', 0, 122, 128),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,JJ,train,926,0,0
927,"(('additions', 0, 129, 138),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,NNS,train,927,1,1
928,"(('to', 0, 139, 141),)","('Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .',)",,IN,train,928,2,2
